id,question,answer,difficulty,opinion,factuality,topic
9,"What is the term for a matrix with pairwise orthonormal vectors""? - ""Orthogonal matrix""? ""Orthonormal matrix""? ""Gram matrix""? ""Perpendicular matrix""?'",orthogonal matrix,Medium,1,0,science-technology
9,"In the programming language F#, a computation expression is..? - ""An expression used in list comprehensions""? ""A monad""? ""A parallelizable expression""? ""Computations with the 'unit' type""?'",a monad,Hard,1,0,science-technology
9,"Micheal Jordan is inducted into the Hall of Fame in which sport? - ""Basketball""? ""Cycling""? ""Cricket""? ""Curling""?'",Basketball,Easy,3,0,sports
9,"Which of the following female athletes won the gold medal for Denmark in swimming at the 2016 Rio de Janerio Olympic Games? - ""Jeanette Ottesen""? ""Pernille Blume""? ""Sarah Bro""? ""Julie Kepp Jensen""? '",Jeanette Ottesen,Medium,2,0,sports
9,"In which of the following four years did Denmark win the most gold medals at the olympic game? - ""1996, Atlanta""? ""2000, Sydney""? ""2004, Athens""? ""2008, Beijing""?'","2008,Beijing",Hard,3,0,sports
9,"What is the color of the chiney on top of Bamses house (from Bamse og Kylling)? - ""Red and Yellow""? ""Green and White""? ""Black and Blue""? ""Blue and Purple""?' ",black and blue ,Hard,3,0,music
9,"SpongeBob SquarePants has a best friend, what is his name? - ""Mr. Krabs""? ""Patrick Star""? ""Squidward tentacles""? ""David Hasselhoff""?'",Patrick Star,Easy,3,0,music
9,"Which of these dogs are not one of the original dogs in the first season of Paw Patrol? - ""Rubble""? ""Sky""? ""Marshall""? ""Tracker""?'",Sky,Hard,3,0,sports
9,"This guy had a hit song called Papirsklip - ""Bent Mejding""? ""Kim Larsen""? ""Johnny Madsen""? ""Jarl Friis Mikkelsen""?'",Kim Larsen,Medium,1,0,music
9,"Which artist made the song Ring of Fire? - ""Johnny Cash""? ""Willie Nelson""? ""George Jones""? ""Hank Williams""?' ",Johnny Cash,Easy,2,0,music
9,"Who made the song ""Get low"" featured on the soundtrack of the videogame ""Need for Speed: Underground""? - ""Ludacris""? ""Lil Wayne""? ""Lil John""? ""Nate Dogg""?' ",Ludacris,Hard,2,0,music
9,"What gaming company created the character Mario? - ""Nintendo""? ""Sony""? ""Microsoft""? ""Sega""?'",Nintendo,Easy,3,0,video-games
9,"What is the subtitle of the fifth Elder Scrolls Game by Bethesda Studios? - ""Oblivion""? ""Arena""? ""Morrowind""? ""Skyrim""?'",Morrowind,Hard,1,0,video-games
9,"The secret organization ""La-li-lu-le-lo"" is mentioned in what game series? - ""Mass Effect""? ""Metal Gear Solid""? ""World of Warcraft""? ""Grand Theft Auto""?'",Metal Gear Solid,Medium,2,0,video-games
9,Who is the only danish recipient of a Turing Award?,Do not know,Hard,2,0,science-technology
9,What is the first 6 digits of Pi?,3.14159,Easy,3,0,science-technology
9,What is the melting point of Uranium in Kelvin?,1405K,Hard,1,0,science-technology
9,Who was the top scorer at the 2002 World Cup in Football?,Ronaldo,Easy,3,0,sports
9,Which club has won the most Danish championships in football?,Do not know,Hard,3,0,sports
9,"Besides Celtic and Ranger, which club has most recently won the Scottish championship in football?",Do not know,Hard,1,0,sports
9,"Name the missing Teletubbie besides Laa-Laa, Po and Tinky Winky?",Dispy,Easy,3,0,music
9,What is the name of Dexter's annoying sister?,Debra Morgan,Medium,2,0,science-technology
9,Who is the owner of Pluto?,Minnie Mouse,Easy,3,0,science-technology
9,Who wrote the 1976 hit 'Rich Girl'?,Darly Hall,Hard,3,0,music
9,New Order formed after the lead singer in Joy Division hung himself. What was his name?,Ian Kevin Curtis,Hard,1,0,music
9,Who produced Iggy Pop's debut album 'The Idiot'?,Do not know,Hard,1,0,music
9,What color is Mario's hat?,red,Easy,3,0,science-technology
9,Which year was the first PlayStation released in Japan?,1994,Medium,2,0,music
9,When was Donkey Kong first released?,1981,Hard,3,0,music
10,In what SI-unit is thermodynamic temperature measured?,Celsius,Medium,3,0,science-technology
10,What is the process of changing magnetic fields to generate power called?,induction,Medium,3,0,science-technology
10,From which country does Handball origin?,-,Hard,1,0,science-technology
10,In what band was John Lennon vocalist?,The Beatles,Medium,3,0,music
10,"On what album does ""Thunderstruck"" and ""TNT"" by AC/DC appear?",-,Medium,3,0,music
10,"In which year was the album ""Random Access Memories"" by Daft Punk released?",-,Hard,1,0,music
10,Which company release the Playstation 4?,Sony,Easy,3,0,science-technology
10,Who is the creator of Mario?,Shigeru Miyamoto,Hard,2,0,video-games
10,How many game systems (consoles & portable consoles) has Nintendo release?,5,Hard,1,0,video-games
10,"Which company creates phones, computers, etc. and has its own operating system?",Apple,Easy,3,0,science-technology
10,To what company ShareLaTeX was sold?,Overleaf,Medium,3,0,music
10,What is the name of a game where you have to kick a ball with your foot?,Football,Easy,3,0,sports
10,Who won 2018 FIFA world cup?,Spain,Medium,3,0,sports
10,Who won 2018 Formula 1 season?,-,Medium,3,0,sports
10,What color is Lemon?,yellow,Easy,2,0,science-technology
10,What is the name of a walking dog character in Donald Duck?,Duffy,Easy,3,0,music
10,What is the color of Aubergine?,blue,Hard,1,0,science-technology
10,What kind of music does Skrillex perform?,dubstep,Easy,3,0,music
10,Which country won the 2018 eurovision?,Germany,Medium,3,0,sports
10,Which composer was deaf?,Ludwig van Beethoven,Easy,3,0,music
10,Which company does Blizzard belong to? ,Activision,Medium,3,0,science-technology
10,Who publishes the Mario games?,Nintendo,Easy,2,0,video-games
10,MMO RPG greated by Blizzard?,World of Warcraft,Easy,3,0,science-technology
10,What is the formula for Newton's Second Law?,a=F/m,Medium,3,0,science-technology
10,How many holes are there in a round of a golf game?,18,Medium,3,0,sports
10,In what countries was the Rugby World Cup first held? ,USA,Medium,3,0,sports
10,What equals 10+10?,20,Easy,3,0,science-technology
10,What is the chemical formula for water?,H2O,Easy,3,0,science-technology
10,What was the name of the band that Michael Jackson was a part of with his siblings?,-,Easy,3,0,music
10,Who composed the classical music for the Swan Lake?,-,Easy,3,0,music
10,What game is Lara Croft associated with?,Tomb Raider,Easy,3,0,video-games
11,What is a sum of triangle angles?,180,Medium,3,0,science-technology
11,When was a first iPhone released?,2007,Easy,3,0,music
11,Which year was electricity invented?,1850,Hard,1,0,music
11,How many players are on the field when playing football?,12,Hard,1,0,sports
11,Who has won most olympic medals?,Greece,Medium,2,0,sports
11,Which year were the first modern Olympic Games held?,1600,Hard,2,0,sports
11,How many days are in a week?,7,Easy,3,0,science-technology
11,With who was Nemo's father accompanied during looking for his son?,Dory,Easy,3,0,music
11,What is the oldest animatedÃÂ film released by Disney?,Snow White,Easy,3,0,science-technology
11,What is the first name of Amadeus Mozart?,Amadeus,Medium,2,0,music
11,How many keys has a piano?,75,Hard,3,0,science-technology
11,When was The Beatles formed?,1980,Medium,3,0,music
11,What color is a Super Mario's cap?,Red,Easy,3,0,video-games
11,What is the most popular racing game created by EA?,FIFA,Easy,3,0,video-games
11,What is a first video game invented?,No idea,Hard,3,0,video-games
11,How many weeks are in a year?,52,Easy,3,0,science-technology
11,What is the smallest prime number?,2,Easy,3,0,science-technology
11,What is the heaviest organ in the human body,Skin,Medium,2,0,science-technology
11,Where is the birthplace of golf?,America,Hard,2,0,science-technology
11,Which football player keeps the highest goal scoring record?,Messi,Hard,2,0,sports
11,Who wrote the little match girl?,No idea,Medium,1,0,music
11,What is the name of Cinderella's prince?,Prince charming,Easy,3,0,music
11,Is yellow one of the standard additive primary colors of light?,No,Easy,3,0,science-technology
11,What is the birth country of FrÃÂ©dÃÂ©ric Chopin?,I do not know,Hard,1,0,science-technology
11,What is the Best-Selling Albums in History?,Abbas album?,Medium,2,0,music
11,Which song did India Arie sing during the 60th Annual Grammy Awards?,I do not know,Hard,2,0,music
11,When was Fortnite released?,2017,Easy,3,0,music
11,What is the publisher of game League of Legends?,I dont know,Medium,3,0,sports
11,When was the first Star Wars video game created?,2000,Hard,3,0,sports
11,What number on the pH-scale indicates a neutral value?,7,Easy,3,0,science-technology
11,What colour is the ball in tennis?,Green,Easy,3,0,science-technology
11,What is the name of the computer program that plays Go?,I dont know,Hard,1,0,science-technology
11,How many minutes are there in one hour?,60,Easy,3,0,science-technology
11,"What is the name of the band behind ""Barbie Girl""?",Aqua,Easy,3,0,music
11,"Which famous duo made a song for the movie ""The Graduate""?",I dont know,Hard,2,0,music
11,In what year did Louis Armstrong die?,I dont know,Hard,2,0,music
11,What does L.O.L. stand for?,League of Legends,Easy,3,0,science-technology
11,"In which game can a player declare ""OHH CHIBLETS!!""",I dont know,Hard,1,0,sports
12,Which planet is the 4th from the Sun?,Mars,Easy,3,0,science-technology
12,Who won the Nobel Prize in Physiology or Medicine in 1962?,James Watson,Medium,2,0,sports
12,What is the lower bound for sorting an array by comparisons?,N,Medium,1,0,science-technology
12,When did Denmark win the European Championship in Football?,1992,Medium,3,0,sports
12,"What sport did Peter Gade, from Denmark, compete in?",Handballl,Medium,2,0,music
12,How was the first person to climb El Capitan in Yosemite National Park without safety gear?,I dont know,Hard,2,0,sports
12,What color is a banana?,Yellow,Easy,2,0,science-technology
12,What is 7 x 7?,49,Easy,2,0,science-technology
12,Who performed the album Thriller?,Michael Jackson,Easy,3,0,music
12,"Earth, Wind and ____?",Fire,Medium,3,0,science-technology
12,Who performed the hit Baker Street?,I dont know,Hard,2,0,music
12,What is the name of World of Warcraft's first expansion?,One,Easy,1,0,science-technology
12,What is the name of the main playable character from The Witcher 3?,Bald man stevens,Medium,2,0,music
12,Which studio made Divinity: Original Sin 2?,Divinity,Easy,1,0,science-technology
12,In what year did IBM introduce its first personal computer?,1980,Medium,2,0,sports
12,Name the sport where two teams compete to throw an orange ball into hoops,Basketball,Easy,3,0,sports
12,What country won the FIFA World Cup in 2014,Germany,Easy,3,0,sports
12,In what year was the first FIFA World Cup held?,1918,Easy,2,0,sports
12,In what popular show are various creatures captured in red and white balls?,Pokemon,Easy,3,0,music
12,What colour are Smurfs?,Blue,Easy,3,0,science-technology
12,Who created Pinocchio in the Disney film of the same name?,Walt Disney,Easy,3,0,music
12,What instrument does a pianist play?,Piano,Easy,3,0,science-technology
12,Which British singer wrote the song 'Shape of You'?,Ed Sheeran ,Easy,3,0,music
12,Which album was awarded a Grammy for best album at the first annual Grammy awards in 1958?,IDK,Hard,2,0,music
12,What is the name of the blue hedgehog who likes to run fast?,Sonic ,Easy,3,0,music
12,In what game did we first encounter Mario (then Jumpman)?,Mario Kart,Easy,2,0,video-games
12,What release of Microsoft Windows was the first to include the game 'Microsoft Solitaire'?,1990,Hard,3,0,sports
12,What is the formula for Newton's Second Law?,F = MA,Easy,2,0,science-technology
12,How many holes are there in a round of a golf game?,12,Medium,2,0,sports
12,In what countries was the Rugby World Cup first held? ,Australia and New Zealand ,Medium,1,0,sports
12,What equals 10+10?,20,Easy,2,0,science-technology
12,What is the chemical formula for water?,H20,Easy,3,0,science-technology
12,What was the name of the band that Michael Jackson was a part of with his siblings?,Jackson 5,Easy,3,0,music
12,Who composed the classical music for the Swan Lake?,IDK,Hard,2,0,music
12,What game is Lara Croft associated with?,Lara Croft,Medium,1,0,video-games
13,What is the atomic number of Hydrogen,1,Easy,3,0,science-technology
13,Who is the original creator of GIT,No idea,Hard,2,0,music
13,Who is the original creator of the Command line tool GREP,No clue,Hard,1,0,music
13,How many European Championships in Football does Denmark have,2,Medium,1,0,sports
13,What was Derrick Rose's initial injury that derailed his career,Who's Derrick Rose?,Hard,2,0,music
13,Who has scored the most points in the history of the NBA ,Michael Jordan,Medium,1,0,sports
13,Who is the president of the United States,Donald J. Trump,Easy,3,0,science-technology
13,Which president freed the slaves in the United States,Abraham Lincoln,Easy,3,0,science-technology
13,Who was the first president of the United States,George Washington,Easy,3,0,sports
13,"Which artist released the hit song ""Tik Tok""",No idea,Hard,3,0,music
13,"Which artist made the song ""You belong with me""",No idea,Hard,2,0,music
13,"Which year did Taylor Swift release the album ""Fearless""",No idea,Medium,3,0,music
13,What is the most popular soccer/football video game called,Football manager,Medium,3,0,sports
13,What was the 7th call of duty called,No idea,Hard,2,0,music
13,Which year was black ops 1 released,No idea,Medium,1,0,music
13,Which is the chemical formula for water?,H2O,Easy,3,0,science-technology
13,"How is it called the rigid, outermost shell of a terrestrial type planet?",Crust,Easy,2,0,science-technology
13,What is the full form of RISC?,No clue,Hard,1,0,science-technology
13,Which national football team won the last man world cup?,Portugal,Medium,2,0,sports
13,Who is the most decorated Olympian of all time?,No idea,Hard,1,0,science-technology
13,Which is the men's world record on the 100 m race  (in seconds)?,8.62,Medium,1,0,sports
13,Who is the author of the Harry Potter series?,J. K. Rowling,Easy,3,0,for-kids
13,Which is the name of the animal nominated as the official mascot of the Walt Disney Company?,Mickey Mouse,Easy,1,0,science-technology
13,From which country did The Beatles come from?,England,Easy,3,0,music
13,"Who is the writer of the song ""Like a Rolling Stone""?",The Rolling Stones,Medium,3,0,music
13,Which is the name of the album written by Roger Waters and published in 2017?,No idea,Medium,1,0,music
13,Which is the name of the company known to be the creator of the game PokÃÂ¨mon?,Nintendo,Medium,3,0,video-games
13,Which is the best-selling video game of all time?,Tetris,Easy,3,0,video-games
13,When was the first Call Of Duty relased?,No idea,Medium,1,0,sports
13,What is the chemical formula of table salt?,NaCl,Medium,3,0,science-technology
13,"What is the name of the organelle that is commonly referred to as ""the powerhouse of the cell""?",Mitochondria,Easy,3,0,science-technology
13,Which type of hybridization yields four sigma bonds in a carbon atom?,No clue,Hard,3,0,science-technology
13,In which country did the martial art Judo originate?,Japan,Hard,3,0,music
13,How are people practicing the Japanese martial art Judo referred to?,No idea,Medium,3,0,science-technology
13,Who created the martial art Judo?,No clue,Medium,3,0,music
13,What is the name of the movie about a clownfish trying to find his son?,Finding Nemo,Easy,3,0,music
13,What is the name of the stealing fox in Dora the Explorer?,Swiper,Medium,3,0,science-technology
13,Who is the voice actor behind Sandy in Spongebob Squarepants?,No idea,Hard,3,0,music
13,How many strings does a guitar have?,Six,Easy,3,0,science-technology
13,What is the name of the stadium Queen performed at during Liva Aid?,Wembley,Medium,3,0,music
13,What is the name of the ex-band member of Slipknot that was commonly know as Gnar?,No idea,Hard,3,0,music
13,"What is the name of the video game that revolves around catching, training and battling with creatures?",PokÃÂ©mon,Easy,3,0,video-games
13,"In the PokÃÂ©mon series, which generation was the first to feature the Pokemon Mudkip?",First,Hard,3,0,sports
13,"In the PokÃÂ©mon game series, what level does Pupitar evolve into Tyranitar?",No idea,Hard,3,0,video-games
14,"What is the absolute value of -4? - ""4""? ""16""? ""-4""? ""0""?'",4,Easy,3,0,science-technology
14,"What is the term for a matrix with pairwise orthonormal vectors""? - ""Orthogonal matrix""? ""Orthonormal matrix""? ""Gram matrix""? ""Perpendicular matrix""?'",Orthogonal matrix,Hard,2,0,science-technology
14,"In the programming language F#, a computation expression is..? - ""An expression used in list comprehensions""? ""A monad""? ""A parallelizable expression""? ""Computations with the 'unit' type""?'",An expression used in list comprehensions,Hard,1,0,science-technology
14,"Micheal Jordan is inducted into the Hall of Fame in which sport? - ""Basketball""? ""Cycling""? ""Cricket""? ""Curling""?'",Basketball,Easy,3,0,sports
14,"Which of the following female athletes won the gold medal for Denmark in swimming at the 2016 Rio de Janerio Olympic Games? - ""Jeanette Ottesen""? ""Pernille Blume""? ""Sarah Bro""? ""Julie Kepp Jensen""? '",Pernille Blume,Medium,3,0,sports
14,"In which of the following four years did Denmark win the most gold medals at the olympic game? - ""1996, Atlanta""? ""2000, Sydney""? ""2004, Athens""? ""2008, Beijing""?'","2000, Sydney",Medium,3,0,sports
14,"What is the color of the chiney on top of Bamses house (from Bamse og Kylling)? - ""Red and Yellow""? ""Green and White""? ""Black and Blue""? ""Blue and Purple""?' ",Red and Yellow,Medium,3,0,music
14,"SpongeBob SquarePants has a best friend, what is his name? - ""Mr. Krabs""? ""Patrick Star""? ""Squidward tentacles""? ""David Hasselhoff""?'",Squidward Tentacles,Medium,3,0,music
14,"Which of these dogs are not one of the original dogs in the first season of Paw Patrol? - ""Rubble""? ""Sky""? ""Marshall""? ""Tracker""?'",Sky,Hard,2,0,sports
14,"This guy had a hit song called Papirsklip - ""Bent Mejding""? ""Kim Larsen""? ""Johnny Madsen""? ""Jarl Friis Mikkelsen""?'",Bent Mejding,Hard,2,0,music
14,"Which artist made the song Ring of Fire? - ""Johnny Cash""? ""Willie Nelson""? ""George Jones""? ""Hank Williams""?' ",Johnny Cash,Medium,3,0,music
14,"Who made the song ""Get low"" featured on the soundtrack of the videogame ""Need for Speed: Underground""? - ""Ludacris""? ""Lil Wayne""? ""Lil John""? ""Nate Dogg""?' ",Lil John,Medium,3,0,music
14,"What gaming company created the character Mario? - ""Nintendo""? ""Sony""? ""Microsoft""? ""Sega""?'",Sony,Hard,3,0,video-games
14,"What is the subtitle of the fifth Elder Scrolls Game by Bethesda Studios? - ""Oblivion""? ""Arena""? ""Morrowind""? ""Skyrim""?'",Skyrim,Hard,3,0,video-games
14,"The secret organization ""La-li-lu-le-lo"" is mentioned in what game series? - ""Mass Effect""? ""Metal Gear Solid""? ""World of Warcraft""? ""Grand Theft Auto""?'",Mass Effect,Hard,3,0,video-games
14,Who is the only danish recipient of a Turing Award?,Some old dude from DIKU,Hard,2,0,science-technology
14,What is the first 6 digits of Pi?,3.14156,Medium,3,0,science-technology
14,What is the melting point of Uranium in Kelvin?,270,Hard,3,0,science-technology
14,Who was the top scorer at the 2002 World Cup in Football?,Messi,Hard,3,0,sports
14,Which club has won the most Danish championships in football?,FCK,Medium,3,0,sports
14,"Besides Celtic and Ranger, which club has most recently won the Scottish championship in football?",Yes,Hard,1,0,sports
14,"Name the missing Teletubbie besides Laa-Laa, Po and Tinky Winky?",Dipsey,Easy,3,0,music
14,What is the name of Dexter's annoying sister?,Deedee,Easy,3,0,science-technology
14,Who is the owner of Pluto?,Mickey Mouse,Medium,3,0,science-technology
14,Who wrote the 1976 hit 'Rich Girl'?,George Clooney,Hard,2,0,music
14,New Order formed after the lead singer in Joy Division hung himself. What was his name?,Jurt Robain,Hard,3,0,music
14,Who produced Iggy Pop's debut album 'The Idiot'?,Derp Dermain,Hard,3,0,music
14,What color is Mario's hat?,White,Medium,3,0,science-technology
14,Which year was the first PlayStation released in Japan?,1992,Hard,3,0,music
14,When was Donkey Kong first released?,1987,Hard,3,0,music
14,A device used to measure the strength of magnetic field.,Magnemometor,Hard,3,0,science-technology
14,In which year did IT Act came into force in India?,2008,Hard,3,0,music
14,What was the Olympic city of 1992 ?,Barcelona,Medium,3,0,sports
14,How long is an Olympic swimming pool?,50 meters,Medium,3,0,science-technology
14,In which country is the Interlagos F1-circuit ?,Italy,Medium,3,0,science-technology
14,Which character was Walt DisneyÃ¢ÂÂs favorite?,Minnie Mouse,Medium,3,0,music
14,Popeye has how many nephews?,7,Hard,3,0,science-technology
14,Miley Cyrus is the daughter of country singer Billy Ray Cyrus?,Yes,Medium,3,0,music
14,What is the better known stage name of Robyn Fenty?,Rihanna,Medium,3,0,science-technology
14,Who composed the classical piece Peter and the Wolf?,H C Andersen,Medium,3,0,music
14,which year the Minecrafts was released?,2002,Medium,3,0,music
14,The character Master Hands is in which game?,Hands of Glory,Hard,3,0,video-games
14,What does PvE mean in Destiny 2 gaming activities?,Peer vs Environment,Hard,1,0,science-technology
