2199;"What sort of creature is Glimfeather, who helps Eustace and Jill get started on their journey in The Silver Chair? - ""Parakeet""? ""Gryphon""? ""Owl""? ""Eagle""?";Owl;for-kids
2200;"What Gryffindor House ghost does John Cleese play in the Harry Potter film series? - ""The Fat Friar""? ""Nearly Headless Nick""? ""Peeves The Poltergeist""? ""The Bloody Baron""?";Nearly Headless Nick;for-kids
2201;"This show follows Pablo the Penguin, Tyrone the Moose, Tasha the Hippopotamus, Austin the Kangaroo, and Uniqua on their imaginary adventures in the backyard. - ""The Backyardamals""? ""The Backyardigans""? ""The Backyard Gang""? ""The Backyard Band""?";The Backyardigans;for-kids
2202;"Emma Watson plays Hermione Granger in the Harry Potter film series. - ""True""? ""False""?";True;for-kids
2203;"In the novel The Voyage of the Dawn Treader, the sea eventually becomes too shallow for the ship to continue and it must turn back, but several members of the crew will continue in the landing boat, hoping to reach Aslans country. On Aslans orders, which of the following characters was made to stay with the Dawn Treader for its return voyage? - ""Caspian""? ""Eustace""? ""Edmund""? ""Reepicheep""?";Caspian;for-kids
2204;"What is the answer to the following: (2*5)-5 - ""0""? ""5""? ""10""? ""2""?";5;for-kids
2205;"Rons sisters name is? - ""Ginny""? ""George""? ""Ginger""? ""Grace""?";Ginny;for-kids
2206;"What kind of bird is the character from Oscar Wildes fairy tale The Happy Prince? - ""Nightingale""? ""Sparrow""? ""Hummingbird""? ""Swallow""?";Swallow;for-kids
2207;"These animals are long and slim. They creep. Most of them can go an entire year without eating at all! - ""Snakes""? ""Frogs""? ""Fish""? ""Eel""?";Snakes;for-kids
2208;"Which house of Hogwarts was fictional character Sirius Black in when he attended the famous school? - ""Ravenclaw""? ""Gryffindor""? ""Slytherin""? ""Hufflepuff""?";Gryffindor;for-kids
2209;"Who sent Harry a letter in Chapter 2 telling him not to do any more magic, or to surrender his wand? - ""Hermione""? ""Sirius Black""? ""Arthur Weasley""? ""Molly Weasley""?";Arthur Weasley;for-kids
2210;"Harry Potter defeats and kills Lord Voldemort in the final Harry Potter book. - ""False""? ""True""?";True;for-kids
2211;"In what year were the Blackstar animated series first broadcast on American television? - ""1980""? ""1981""? ""1983""? ""1979""?";1981;for-kids
2212;"Is Peter the second of the Pevensie children to enter Narnia in the film The Lion, the Witch and the Wardrobe? - ""No""? ""Yes""?";No;for-kids
2213;"Which of these Harry Potter characters is not a member of the D.A.? - ""Luna""? ""Cho""? ""Malfoy""? ""Anthony""?";Malfoy;for-kids
2214;"Who portrays Draco Malfoy, one of the antagonists in the Harry Potter series? - ""Tom Felton""? ""Alan Rickman""? ""Matthew Lewis""? ""David Bradley""?";Tom Felton;for-kids
2215;"Dobby, the house-elf, has been collecting Harry Potters letters to make it seem as though his friends had forgotten him. - ""False""? ""True""?";True;for-kids
2216;"In A Series of Unfortunate Events, what type of game did Fionas brother invent? - ""Ball game""? ""Card game""? ""Board game""? ""Word game""?";Card game;for-kids
2217;"Who does Ron take to the Yule ball? - ""Parvati Patil""? ""Padma Patil""? ""Hermione Granger""? ""Ginny Weasley""?";Padma Patil;for-kids
2218;"Hagrid from the Harry Potter series once cared for a creature named Norbert. What was Norbert? - ""A three-headed dog""? ""A giant Spider""? ""A hippogriff""? ""A dragon""?";A dragon;for-kids
2219;"Fictional character Professor Snape is head of Ravenclaw house. - ""True""? ""False""?";False;for-kids
2220;"In which book by Lemony Snicket does the phrase, It takes a village to raise a child, affect the Baudelaires? - ""The Penultimate Peril""? ""The Wide Window""? ""The Vile Village""? ""The Bad Beginning""?";The Vile Village;for-kids
2221;"During this year the Lego company, founded by Ole Kirk Christiansen, was devastated by a fire. - ""1945""? ""1944""? ""1942""? ""1940""?";1942;for-kids
2222;"Who is the principal of the high school on Zoey 101? - ""Mrs Rivers""? ""Dean Matthews""? ""Ms. Matthews""? ""Dean Rivers""?";Dean Rivers;for-kids
2223;"Which of these cast members of the 2009 movie Harry Potter and the Half-Blood Prince was born in Paris, France? - ""Helena Bonham Carter""? ""Jessie Cave""? ""Bonnie Wright""? ""Emma Watson""?";Emma Watson;for-kids
2224;"Does Voldemort tell Neville that he has spirit and bravery in the last book of the Harry Potter series? - ""No""? ""Yes""?";Yes;for-kids
2225;"In American football, the player who throws the ball to the other players on the field is called what? - ""Quarterback""? ""Running back""? ""Kicker""? ""Tight End""?";Quarterback;for-kids
2226;"If one of Voldemorts Horcruxes is destroyed, will he know? - ""Yes""? ""No""?";No;for-kids
2227;"Did Harry Potters parents die on Halloween? - ""No""? ""Yes""?";Yes;for-kids
2228;"Do Harry and Hermione go somewhere, without Ron, at the end of the movie Harry Potter and the Prisoner of Azkaban? - ""Yes""? ""No""?";Yes;for-kids
2229;"What member of the Order of the Phoenix is portrayed by actor Robbie Coltrane? - ""Aberforth Dumbledore""? ""Rubeus Hagrid""? ""Bill Weasley""? ""Sirius Black""?";Rubeus Hagrid;for-kids
2230;"What is the name of the fictional town in which the story of Anne of Green Gables unfolds? - ""Carmody""? ""Cavendish""? ""Avonlea""? ""White Sands""?";Avonlea;for-kids
2231;"What was the first name of the animated 1980s hero Blackstar? - ""Michael""? ""John""? ""Robert""? ""James""?";John;for-kids
2232;"Who wrote the magazine named Quibbler in the Half-Blood Prince? - ""Luna Lovegood""? ""Luna Lovegoods uncle""? ""Ron Weasley""? ""Luna Lovegoods father""?";Luna Lovegoods father;for-kids
2233;"Who went first into the barrier in the book Harry Potter and the Chamber of Secrets? - ""Ron""? ""Fred and George""? ""Percy""? ""Harry""?";Percy;for-kids
2234;"Where did fictional character Tom Riddle (Voldemort) live before going to live and study at Hogwarts? - ""an ordinary house""? ""an run-down shack""? ""a school bus""? ""an orphanage""?";an orphanage;for-kids
2235;"What was the name of the DADA teacher in Harry Potter and the Deathly Hallows? - ""Professor Snape""? ""None of these""? ""Professor Lupin""? ""Professor Umbridge""?";None of these;for-kids
2236;"What is the spell incantation for conjuring a Patronus in the Harry Potter books? - ""Expelliarmus""? ""Impedimenta""? ""Wingardium Leviosa""? ""Expecto Patronum""?";Expecto Patronum;for-kids
2237;"Which of these characters does Harry kiss in Harry Potter and the Half-Blood Prince? - ""Cho""? ""No one""? ""Ginny""? ""Hermione""?";Ginny;for-kids
2238;"Cho Chang was Harry Potters girlfriend. - ""False""? ""True""?";True;for-kids
2239;"In Webkinz World, What is the maximum amount of Kinzcash (from the tips can) that Arte will accept? - ""100""? ""10""? ""1""? ""50""?";100;for-kids
2240;"Lord Voldemort is related to Harry Potter. - ""False""? ""True""?";True;for-kids
2241;"There were all types of enchantments guarding the Sorcerers Stone. Which teacher put the flying keys there to protect it in the first Harry Potter book? - ""Professor Snape""? ""Professor Sprout""? ""Professor Quirrell""? ""Professor Flitwick""?";Professor Flitwick;for-kids
2242;"In order to escape, Toad from The Wind in the Willows is dressed in disguise. What is he disguised as? - ""A police officer""? ""An attractive female""? ""The jailer""? ""A washerwoman""?";A washerwoman;for-kids
2243;"The Japanese defeat in this naval battle in the Pacific is generally considered to be the turning point of the Second World War. - ""Leyte Gulf""? ""Okinawa""? ""Singapore""? ""Midway""?";Midway;for-kids
2244;"This continent is where Canada, The United States of America, and Mexico are located. - ""Europe""? ""South America""? ""North America""? ""Africa""?";North America;for-kids
2245;"In Harry Potter and the Half-Blood Prince, Cho Chang waves to Harry once but then hurries away with Marietta. - ""True""? ""False""?";False;for-kids
2246;"Did Harry Potter marry Ginny Weasley? - ""Yes""? ""No""?";Yes;for-kids
2247;"In the series The Adventures of Jimmy Neutron: Boy Genius, Jimmy has a crush on Cindy. - ""False""? ""True""?";True;for-kids
2248;"On the sitcom Zoey 101, Zoeys brothers name is Todd. - ""True""? ""False""?";False;for-kids
2249;"If Jane had $3.00 and went to the store and bought a yo yo for $1.00, how much would Jane have left? - ""$2.25""? ""$1.50""? ""$1.00""? ""$2.00""?";$2.00;for-kids
2250;"What should you wear on your head when you play American football? - ""Hat""? ""Helmet""? ""Wig""? ""Shoe""?";Helmet;for-kids
2251;"Is there a host for the Arcade on Webkinz? - ""No""? ""Yes""?";No;for-kids
2252;"Colonial people spend some of their free time doing which of these? - ""Skateboarding""? ""Using a dishwasher""? ""Reading McGuffey""? ""Ordering pizza""?";Reading McGuffey;for-kids
2253;"Professor Snape is the Potions Master in Harry Potter and the Half-Blood Prince. - ""False""? ""True""?";False;for-kids
2254;"Which of the following words can be used as an adjective? - ""door""? ""mom""? ""lazy""? ""car""?";lazy;for-kids
2255;"What was the first spell cast at the dueling match in the book Harry Potter and the Chamber of Secrets? - ""Sarpensortia""? ""Wingardium Leviosa""? ""Expelliarmus""? ""Rictusempra""?";Expelliarmus;for-kids
2256;"What is the participle in the following sentence?  Jane noticed her father walking along the shoreline. - ""her""? ""along""? ""walking""? ""Jane""?";walking;for-kids
2257;"What did Harry Potter say that his name was when he, Ron, and Hermione got caught by a gang of Snatchers in Harry Potter and the Deadly Hallows? - ""Dudley Dursley""? ""Vernon Dursley""? ""Dudley Vernon""? ""Vernon Dudley""?";Vernon Dudley;for-kids
2258;"Is it true that in the movie The Lion, the Witch and the Wardrobe, Lucy discovered the wardrobe, while the children were playing hide and seek? - ""Yes""? ""No""?";Yes;for-kids
2259;"Dr. Quacks Clinic is the doctors office in Webkinz world. - ""True""? ""False""?";True;for-kids
2260;"All the books of the Harry Potter series are set in England and Scotland. - ""False""? ""True""?";True;for-kids
2261;"Luna Lovegood was reading the Quippler on the Hogwarts Express. - ""False""? ""True""?";False;for-kids
2262;"Actor Drake Bell from the Nickelodeon show Drake and Josh founded a band named Drake 24/7 in real life. - ""False""? ""True""?";True;for-kids
2263;"What is NOT one of Strong Bads favorite bands in the Internet cartoon Homestar Runner? - ""sloshy""? ""Peter Frampton""? ""Limozeen""? ""Taranchula""?";sloshy;for-kids
2264;"100 multiplied by 0.3 gives 3.00. - ""True""? ""False""?";False;for-kids
2265;"In 1989, the LEGO company released a new series, named Pirates. - ""False""? ""True""?";True;for-kids
2266;"What is the opposite of above? - ""top""? ""beside""? ""below""? ""green""?";below;for-kids
2267;"At the end of the novel Anne of Green Gables, Matthew Cuthbert dies from complications related to pneumonia. - ""True""? ""False""?";False;for-kids
2268;"How many people died at the fictional battle of Hogwarts? - ""51""? ""53""? ""54""? ""55""?";54;for-kids
2269;"In the first task of the Triwizard Tournament (Harry Potter and the Goblet of Fire ), each champion has to fight a different breed of dragon.  Which dragon does Fleur Delacour face? - ""Swedish Short-Snout""? ""Welsh Green""? ""Hungarian Horntail""? ""Chinese Fireball""?";Welsh Green;for-kids
2270;"What can Bungy the budgie do? - ""water ski""? ""bungy jump""? ""walk a tightrope""? ""snow ski""?";water ski;for-kids
2271;"It is stated in the Harry Potter books that Hermione Grangers parents are teachers. - ""True""? ""False""?";False;for-kids
2272;"Harry Potters middle name is James. - ""False""? ""True""?";True;for-kids
2273;"Fictional character Severus Snape was a Death Eater when he died. - ""False""? ""True""?";False;for-kids
2274;"In Harry Potter and the Half-Blood Prince, who delivered the Prime Minister the message that the Minister of Magic had sent? - ""An oil painting""? ""Amelia Bones""? ""None of these""? ""Herbert Chorley""?";An oil painting;for-kids
2275;"When you run the bases in baseball you should run from 3rd base to 1st base. - ""False""? ""True""?";False;for-kids
2276;"Linny, Tuck, and Ming MIng too! These schoolhouse animals are always using teamwork to save baby animals in trouble. - ""The Teamwork Trio""? ""The Super Squirrels""? ""The Wonder Pets""? ""The Amazing Animals""?";The Wonder Pets;for-kids
2277;"What was spattered over the wallpaper on Professor Slughorns house in Harry Potter and the Half-Blood Prince? - ""Pumpkin juice""? ""Dragon blood""? ""Dwarf blood""? ""Ink""?";Dragon blood;for-kids
2278;"In Harry Potter and the Half-Blood Prince, was the horcrux Dumbledore and Harry recovered fake? - ""Yes""? ""No""?";Yes;for-kids
2279;"In Harry Potter and the Order of the Phoenix the headquarters of the organization was in Sirius family home. - ""False""? ""True""?";True;for-kids
2280;"While looking for the Sorcerers Stone, Ron and Harry Potter must play a life-size version of this game. - ""Monopoly""? ""Checkers""? ""Chess""? ""Scrabble""?";Chess;for-kids
2281;"How many floors are in the fictional Hogwarts school?(excluding the dungeons) - ""9""? ""8""? ""6""? ""7""?";7;for-kids
2282;"Ursula, one of the characters in the Disney movie The Little Mermaid, is a cecaelia sea witch. - ""True""? ""False""?";True;for-kids
2283;"What childrens book author named one of his central characters after his son? - ""C. S. Lewis""? ""Lemony Snicket""? ""A. A. Milne""? ""Lewis Carroll""?";A. A. Milne;for-kids
2284;"Should you wear a helmet while hitting a baseball? - ""Yes""? ""No""?";Yes;for-kids
2285;"In the Harry Potter books, what is the name of Hagrids three-headed dog? - ""Fluffy""? ""Norbert""? ""Aragog""? ""Fang""?";Fluffy;for-kids
2286;"The Captain in the book The True Confessions of Charlotte Doyle dies. - ""False""? ""True""?";True;for-kids
2287;"What animals mock the little duck in Hans Christian Andersens fairy tale The Ugly Duckling? - ""Cat and dog""? ""Cat and hen""? ""Hen and dog""? ""Geese""?";Cat and hen;for-kids
2288;"Where is Harry Potter when he finds out what the second task of the Triwizard Tournament is about? - ""prefects bathroom""? ""girls bathroom""? ""teachers bathroom""? ""boys bathroom""?";prefects bathroom;for-kids
2289;"Which of the following is NOT true about an adverb? - ""modifies clauses""? ""modifies nouns""? ""modifies adjectives""? ""modifies verbs""?";modifies nouns;for-kids
2290;"Who had Neville Longbottom seen die? - ""his Grandmother""? ""no one""? ""his Grandfather""? ""his parents""?";his Grandfather;for-kids
2291;"Stars vanish during the day. - ""False""? ""True""?";False;for-kids
2292;"The witch in Hansel and Gretel was probably raised in this part of the world. - ""England""? ""Italy""? ""Eastern Europe""? ""The Middle East""?";Eastern Europe;for-kids
2293;"What is the device that Hermione uses to travel back in time in Harry Potter and the Prisoner of Azkaban? - ""Time Turner""? ""Hourglass""? ""Changer of Time""? ""Time Stopper""?";Time Turner;for-kids
2294;"Where did Green Eggs and Ham rank according to Publishers Weekly 2001 list of best selling childrens books of all-time? - ""Fourth""? ""Second""? ""First""? ""Third""?";Fourth;for-kids
2295;"What is the opposite of wrong? - ""blue""? ""right""? ""maybe""? ""farm""?";right;for-kids
2296;"In the book Harry Potter and the Half-Blood Prince, Harry almost killed Malfoy. - ""False""? ""True""?";True;for-kids
2297;"Josh and Parker star on this Nickelodeon show which takes place mostly at a fast food restaurant. What is the name of the show? - ""Mr. Fast Food""? ""Mr. Meaty""? ""Mr. Meat""? ""Dr. Burger""?";Mr. Meaty;for-kids
2298;"Fictional character Mr. Weasley was on guard duty when the basilisk attacked him. - ""True""? ""False""?";False;for-kids
2299;"In the Harry Potter books, Fred and George invented a lot of products for their store, Weasleys Wizard Wheezes.  Which of the following products was not one invited by Fred and George? - ""Self-Inking Quills""? ""Fever Fudge""? ""Coughing Cakes""? ""Pygmy Puff""?";Coughing Cakes;for-kids
2300;"What color was Quirrels turban in the Harry Potter books? - ""blue""? ""purple""? ""red""? ""black""?";purple;for-kids
2301;"Where does Peter live in the childrens novel Peter and the Shadow Thieves? - ""Fairy Hollow""? ""London""? ""Never Land""? ""Mollusk Island""?";Mollusk Island;for-kids
2302;"LEGO was the first company in Denmark to buy and use a plastic injection-molding machine for toys. - ""True""? ""False""?";True;for-kids
2303;"What was the name of Sirius Blacks father in the Harry Potter series? - ""Orion""? ""Teodor""? ""Draco""? ""Rudolph""?";Orion;for-kids
2304;"This animal is similar to a mouse but it is bigger. It can give birth to more than 160 babies in a year. - ""Cat""? ""Anteater""? ""Rat""? ""Weasel""?";Rat;for-kids
2305;"How many champions names came out of the fictional Goblet of Fire? - ""1""? ""3""? ""2""? ""4""?";4;for-kids
2306;"In 1963, the LEGO company replaced the building substance for the bricks, cellulose acetate with acrylonitrile butadiene stryrene, which improved the color quality. - ""False""? ""True""?";True;for-kids
2307;"What do you call the man or woman who runs a football team and tells the players what to do? - ""Wide Receiver""? ""Quarterback""? ""Tight End""? ""Coach""?";Coach;for-kids
2308;"What kind of tree does Harry Potter sit under after Dumbledores funeral? - ""Beech""? ""Whomping Willow""? ""Spruce""? ""Oak""?";Beech;for-kids
2309;"How many dementors attacked Harry and Hermione in the end of Book 3 of the Harry Potter series? - ""55""? ""45""? ""40""? ""50""?";50;for-kids
2310;"What were Hermiones and Chos patronus forms in the Harry Potter books? - ""Swan and Otter""? ""Stag and Frog""? ""Frog and Otter""? ""Frog and Swan""?";Swan and Otter;for-kids
2311;"In Harry Potter and the Chamber of Secrets, the car which Harry and Ron rode on to Hogwarts, when they werent able to board on Hogwarts Express, crashed into the Whomping Willow. - ""False""? ""True""?";True;for-kids
2312;"Who was the potions teacher during Harry Potters sixth year at Hogwarts? - ""Albus Dumbledoor""? ""Fred Weasley""? ""Serverus Snape""? ""Horace Slughorn""?";Horace Slughorn;for-kids
2313;"Being the last to go to the barrier between platform 9 and 10 at Kings Cross Station, Harry Potter and Ron were not able to get to platform nine and three-quarters. - ""True""? ""False""?";True;for-kids
2314;"What would be next in this pattern:  XX, XXXX, XXXXXX, ________? - ""XXXXXXXX""? ""XXXXXXX""? ""XXXXXXXXX""? ""XXXXXXXXXX""?";XXXXXXXX;for-kids
2315;"Who wrote the Harry Potter series of books? - ""J.R. Rowling""? ""C.S. Lewis""? ""J.K. Rowling""? ""J.R. Tolkien""?";J.K. Rowling;for-kids
2316;"McLaggen, who was first introduced in Harry Potter and the Half Blood Prince hit Harry in the back of his head with a wooden bat. - ""False""? ""True""?";True;for-kids
2317;"A giant chief is called this. - ""Urg""? ""Gurg""? ""Gurrl""? ""Ugh""?";Gurg;for-kids
2318;"What is the Minister of Magics name in book six? - ""Scrimgeour""? ""Weasly""? ""Umbridge""? ""Fudge""?";Scrimgeour;for-kids
2319;"Which character from the book The Silver Chair accompanies Jill and Eustace back to their own world when Aslan sends them out of his country? - ""Aslan""? ""Rilian""? ""Caspian""? ""Puddleglum""?";Caspian;for-kids
2320;"What is the name of the hippogriff that hurt Draco Malfoy in the book Harry Potter and the Prisoner of Azkaban? - ""Norbert""? ""Buckbeak""? ""Twinky""? ""Aragon""?";Buckbeak;for-kids
2321;"In the animated film Sleeping Beauty, Aurora and Prince Phillip dance a waltz and do not notice the fairies magically changing the color of Auroras ball gown.  As the book closes, Auroras gown turns this color and remains this color. - ""Pink""? ""Blue""? ""Purple""? ""Green""?";Pink;for-kids
2322;"Who is the new Defense Against the Dark Arts teacher in Harry Potters third year at Hogwarts? - ""Severus Snape""? ""Remus Lupin""? ""Dolores Umbridge""? ""Alastor Mad-Eye Moody""?";Remus Lupin;for-kids
2323;"In Harry Potter and the Half-Blood Prince, when Harry is visiting Weasleys Wizard Wheezes, what is the last product mentioned before he followed Draco Malfoy into Knockturn Alley? - ""Decoy Detonator""? ""Pygmy Puff""? ""Fever Fudge""? ""Nose Bleed Nougat""?";Pygmy Puff;for-kids
2324;"What city do Jimmy and his friends live in on the show The Adventures of Jimmy Neutron: Boy Genius? - ""Oak Town""? ""Retro Park""? ""Retroland""? ""Retroville""?";Retroville;for-kids
2325;"How many points is a touchdown worth in American football? - ""2""? ""4""? ""5""? ""6""?";6;for-kids
2326;"Esme Squalors evilness was due to her boyfriend, Count Olaf. - ""False""? ""True""?";False;for-kids
2327;"In The Voyage of the Dawn Treader, published in 1952, Edmund and Lucy Pevensie return to Narnia along with their younger cousin named what? - ""Caspian""? ""Telmar""? ""Eustace""? ""Digory""?";Eustace;for-kids
2328;"You can see this animal around ant-hill. It is almost 6 feet long and it likes to eat ants. - ""Dolphin""? ""Seal""? ""Anteater""? ""Kangaroo""?";Anteater;for-kids
2329;"Harry Potter was the seeker of Gryffindors Quidditch Team. - ""False""? ""True""?";True;for-kids
2330;"You have a right-angled triangle. You know that one leg is 3 cm long and the second leg is 4 cm long. What is the length of the hypotenuse of that triangle? - ""4""? ""5""? ""7""? ""6""?";5;for-kids
2331;"Ole Kirk Christiansen, the founder of the LEGO Group, started producing wooden toys in what year? - ""1939""? ""1932""? ""1934""? ""1927""?";1932;for-kids
2332;"When dogs lick you, to them it is the same as kissing you. - ""Yes""? ""No""?";No;for-kids
2333;"3.2 are the first numbers in the important mathematical constant pi. - ""True""? ""False""?";False;for-kids
2334;"Dumbledore was in contact with Sirius Black in Harry Potter and the Goblet of Fire. - ""True""? ""False""?";True;for-kids
2335;"Who accused Hermione of having a thing for famous wizards in Harry Potter and the Goblet of Fire? - ""Madame Maxime""? ""Mr. Crouch""? ""Ludo Bagman""? ""Rita Skeeter""?";Rita Skeeter;for-kids
2336;"This young boy started off in his cousin Dora the Explorers show, but soon received his own show. He is an animal rescuer, along with his sister, Alicia. - ""Marco""? ""Diego""? ""Juan""? ""Luis""?";Diego;for-kids
2337;"Jamie Lynn Spears plays Zoey on Zoey 101. - ""False""? ""True""?";True;for-kids
2338;"The character of Sirius Black is mentioned in the book Harry Potter and the Prisoner of Azkaban for the first time. - ""False""? ""True""?";False;for-kids
2339;"What is the name of the anti-Ministry of Magic radio station in Harry Potter and the Deadly Hallows? - ""none of these""? ""Potterwatch""? ""The Daily Prophet""? ""The Quibler""?";Potterwatch;for-kids
2340;"What is the main method of scoring in American football? - ""Touchdown""? ""Three Pointer""? ""Home Run""? ""Hat Trick""?";Touchdown;for-kids
2341;"If T.J. went to the circus with 10 dollars and bought some fruit snacks for 3 dollars, how much money would T. J. then have left over? - ""8 dollars""? ""3 dollars""? ""7 dollars""? ""5 dollars""?";7 dollars;for-kids
2342;"This fictional character suggests the name Dumbledores Army for the organization started by Harry, Hermione, and Ron in the book Harry Potter and the Order of the Phoenix. - ""Luna Lovegood""? ""Marietta Edgecombe""? ""Cho Chang""? ""Ginny Weasly""?";Ginny Weasly;for-kids
2343;"Is this correct? 2-3+1-4+4-=0 - ""Yes""? ""No""?";Yes;for-kids
2344;"Who is the Gryffindor ghost in the Harry Potter books? - ""Moaning Myrtle""? ""The Gray Lady""? ""The Bloody Baron""? ""Nearly Headless Nick""?";Nearly Headless Nick;for-kids
2345;"The lion that the children meet in the end of the movie The Lion, the Witch and the Wardrobeis called Aslan. - ""True""? ""False""?";True;for-kids
2346;"It is mentioned in Harry Potter and the Deathly Hallows that Bill had a real knack for guessing the passwords for the radio. - ""False""? ""True""?";True;for-kids
2347;"The first line in the movie The Little Mermaid was Flounder, quit being such a guppy!. - ""False""? ""True""?";False;for-kids
2348;"How did actor Jim Broadbent describe his character, Horace Slughorn, from the sixth Harry Potter movie, Harry Potter and the Half-Blood Prince 2009? - ""Comic character""? ""Unique character""? ""Tragic character""? ""Ambiguous character""?";Comic character;for-kids
2349;"If I have ten apples and I give them all to another person, how many do I have left? - ""9""? ""0""? ""10""? ""7""?";0;for-kids
2350;"In Harry Potter and the Half-Blood Prince, is Dumbledores blood the only blood used in the Cavern by the sea where the Horcrux is hidden? - ""No""? ""Yes""?";No;for-kids
2351;"Was Albus Dumbledores sister named Areida? - ""No""? ""Yes""?";No;for-kids
2352;"Name the weekly ten-minute drama on the All-New Mickey Mouse Club starring Tony Lucca, Keri Russel and JC Chasez? - ""The Party""? ""Spin and Marty""? ""Emerald Cove""? ""The Hardy Boys""?";Emerald Cove;for-kids
2353;"The final victory in the American Revolutionary War which convinced the British to grant independence to their former colonies was a victory won by combined French and American forces at this place. - ""Yorktown""? ""Lexington""? ""Boston""? ""Saratoga""?";Yorktown;for-kids
2354;"Who takes Hansel and Gretel to the forest and abandons them there in Grimms classic fairy tale? - ""their father""? ""the with""? ""their stepfather""? ""their mother""?";their father;for-kids
2355;"In The True Confessions of Charlotte Doyle, the men from the crew plan to kill Charlotte because she supported the Captain. - ""False""? ""True""?";False;for-kids
2356;"What is Jimmys dads name on The Adventures of Jimmy Neutron: Boy Genius? - ""Robert""? ""James""? ""Joseph""? ""Hugh""?";Hugh;for-kids
2357;"In the movie Sleeping Beauty, back at home in the castle, Aurora finds a spinning wheel in the castles tower, pricks her finger on the spindle and falls into a deep sleep. Who finds Aurora? - ""The queen""? ""The king""? ""The fairies""? ""The prince""?";The fairies;for-kids
2358;"Which fairy is Peters guardian in the book Peter and the Shadow Thieves? - ""Rosy Tone""? ""Hornblower""? ""Tinker Bell""? ""Violet Vinger""?";Tinker Bell;for-kids
2359;"Professor Sprout is head of Hufflepuff, one of the fictional Hogwarts houses. - ""True""? ""False""?";True;for-kids
2360;"Casey has 2 ten dollar bills, 3 five dollar bills, and 4 one dollar bills. How much money does Casey have altogether? - ""$44""? ""$35""? ""$39""? ""$37""?";$39;for-kids
2361;"What color is a major league baseball? - ""Green""? ""White""? ""Black""? ""Blue""?";White;for-kids
2362;"How many books are there in the L. M. Montgomery Anne series? - ""5""? ""8""? ""3""? ""10""?";8;for-kids
2363;"On the animated show The Adventures of Jimmy Neutron: Boy Genius, who is Sheens favorite  superhero? - ""Bat Man""? ""UltraLord""? ""Speed Boy""? ""Super Man""?";UltraLord;for-kids
2364;"The first of the signs given to Jill by Aslan in The Silver Chair was that Eustace was to see an old friend. Who did that old friend turn out to be? - ""Reepicheep""? ""Edmund""? ""Drinian""? ""Caspian""?";Caspian;for-kids
2365;"One of the Horcruxes in the Harry Potter books is Ravenclaws cup. - ""True""? ""False""?";False;for-kids
2366;"What ward was Arthur Weasly in while at St Mungos? - ""Llewellyn""? ""Corwin""? ""Blaise""? ""Diedre""?";Llewellyn;for-kids
2367;"Harry Potter and the Chamber of Secrets, the second book in the Harry Potter series, was published in what year? - ""2000""? ""1989""? ""2001""? ""1998""?";1998;for-kids
2368;"What is the name of the spell that multiplies objects in the Harry Potter books? - ""Gemino""? ""Duplique""? ""Multiplico""? ""Magrante""?";Gemino;for-kids
2369;"Which of the following numbers doesnt belong to the others: 3, 9, 15, 20? - ""3""? ""9""? ""15""? ""20""?";20;for-kids
2370;"Who does Malfoy want to be headmaster in Harry Potter and the Chamber of Secrets? - ""Professor Snape""? ""Professor McGonagall""? ""himself""? ""his dad""?";Professor Snape;for-kids
2371;"What is the name of the dragon Viktor Krum has to fight for the first task of the Triwizard Tournament? - ""Swedish Shortsnout""? ""Chinese Fireball""? ""Welsh Green""? ""Hungarian Horntail""?";Chinese Fireball;for-kids
2372;"Up until 1763, the English and this other European nation fought a series of wars and smaller conflicts to see who would dominate what is now the US and Canada. - ""Holland""? ""France""? ""Germany""? ""Spain""?";France;for-kids
2373;"According to the Harry Potter books Albus Dumbledore liked Dementors. - ""False""? ""True""?";False;for-kids
2374;"When this animal wants to defend itself, it throws a nasty smell toward its aggressor. This smell can be detected by a human a mile away. - ""Skunk""? ""Turbot""? ""Horse""? ""Deer""?";Skunk;for-kids
2375;"Which of the Pevensie children first sees Aslan as they journey with the dwarf Trumpkin in the book Prince Caspian? - ""Lucy""? ""Susan""? ""Peter""? ""Edmund""?";Lucy;for-kids
2376;"In the Harry Potter series Hagrid gets this flying object from Sirius Black and uses it as his main form of transport. - ""A Carpet""? ""A motorcycle""? ""A ship""? ""A broom""?";A motorcycle;for-kids
2377;"Tom Riddle worked for Florrish and Blott after he left Hogwarts. - ""False""? ""True""?";False;for-kids
2378;"Was Ron poisoned in the book Harry Potter and the Half-blood Prince? - ""Yes""? ""No""?";Yes;for-kids
2379;"Did Zoey start dating James when Chase went to England. - ""Yes""? ""No""?";Yes;for-kids
2380;"Who  are Jimmys best friends on the show The Adventures of Jimmy Neutron: Boy Genius? - ""Carl and Bolbi""? ""Carl and Sheen""? ""Bolbi and Nick""? ""Sheen and Bob""?";Carl and Sheen;for-kids
2381;"In the Harry Potter books, Hagrid was forbidden to use an actual wand. What did he use instead? - ""A pink umbrella""? ""A cane""? ""A tree branch""? ""A walking stick""?";A pink umbrella;for-kids
2382;"Dudleys gang consisted of Piers, dennis, Malcolm and Gordon. - ""False""? ""True""?";True;for-kids
2383;"If Joe had $900 dollars in life savings and he bought a refrigerator for $600 dollars, how much money would he have left? - ""$200""? ""$350""? ""$300""? ""$400""?";$300;for-kids
